mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
141	141	0	0	3/8	1	1	I	Bb	IV		I		I						M	0	0	0, 4, 1		0	0
141	141	1/4	1/4	3/8	1	1	V65	Bb	IV		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
142	142	0	0	3/8	1	1	I\\	Bb	IV		I		I					\\	M	0	0	0, 4, 1		0	0
143	143	1/4	1/4	3/8	1	1	V65	Bb	IV		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
144	144	0	0	3/8	1	1	I	Bb	IV		I		I						M	0	0	0, 4, 1		0	0
144	144	1/4	1/4	3/8	1	1	V7	Bb	IV		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
145	145	0	0	3/8	1	1	I	Bb	IV		I		I						M	0	0	0, 4, 1		0	0
145	145	1/4	1/4	3/8	1	1	V7	Bb	IV		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
146	146	0	0	3/8	1	1	I	Bb	IV		I		I						M	0	0	0, 4, 1		0	0
146	146	1/4	1/4	3/8	1	1	V7/vi	Bb	IV		V7/vi		V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
147	147	0	0	3/8	1	1	vi	Bb	IV		vi		vi						m	0	0	3, 0, 4		3	3
148	148	0	0	3/8	1	1	I.V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
149	149	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
150	150	0	0	3/8	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
151	151	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
152	152	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
153	153	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
154	154	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
155	155	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
156	156	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
156	156	1/4	1/4	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
157	157	0	0	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
157	157	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
158	158	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
159	159	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
159	159	1/4	1/4	3/8	1	1	viio6	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
160	160	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
161	161	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
161	161	1/4	1/4	3/8	1	1	viio6	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
162	162	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
163	163	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
163	163	1/4	1/4	3/8	1	1	viio6	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
164	164	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
165	165	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
165	165	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
166	166	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
167	167	0	0	3/8	1	1	iv6	Bb	I		iv6		iv		6				m	0	0	-4, 0, -1		-1	-4
168	168	0	0	3/8	1	1	V(b64)	Bb	I		V(b64)		V			b64			M	0	0	1, 0, -3		1	1
169	169	0	0	3/8	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
169	169	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
170	170	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
171	171	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
171	171	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
172	172	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
173	173	0	0	3/8	1	1	V2/bIII	Bb	I		V2/bIII		V		2		bIII		Mm7	0	0	-4, -2, 2, -1		-2	-4
174	174	0	0	3/8	1	1	.bIII6	Bb	I		bIII6		bIII		6				M	0	0	1, -2, -3		-3	1
175	175	0	0	3/8	1	1	.bVI2	Bb	I		bVI2		bVI		2				Mm7	0	0	-6, -4, 0, -3		-4	-6
176	176	0	0	3/8	1	1	.bII6	Bb	I		bII6		bII		6				M	0	0	-1, -4, -5		-5	-1
177	177	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
178	178	0	0	3/8	1	1	i6	Bb	I		i6		i		6				m	0	0	-3, 1, 0		0	-3
178	178	1/4	1/4	3/8	1	1	i	Bb	I		i		i						m	0	0	0, -3, 1		0	0
179	179	0	0	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
179	179	1/8	1/8	3/8	1	1	vio	Bb	I		vio		vi	o					o	0	0	3, 0, -3		3	3
179	179	1/4	1/4	3/8	1	1	iv6	Bb	I		iv6		iv		6				m	0	0	-4, 0, -1		-1	-4
179	179	5/16	5/16	3/8	1	1	.It6	Bb	I		It6	It	vii	o	6	b3	V		M	0	0	-4, 0, 6		6	-4
180	180	0	0	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
181	181	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
183	183	1/8	1/8	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
184	184	1/8	1/8	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
186	186	0	0	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
188	188	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
190	190	0	0	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
192	192	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
193	193	0	0	3/8	1	1	#viio2/vi	Bb	I		#viio2/vi		#vii	o	2		vi		o7	0	0	-1, 8, 5, 2		8	-1
194	194	0	0	3/8	1	1	#viio7/V	Bb	I		#viio7/V		#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
196	196	0	0	2/4	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
197	197	0	0	2/4	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
197	197	1/4	1/4	2/4	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
197	197	15/32	15/32	2/4	1	1	V64	Bb	I		V64		V		64				M	0	0	2, 1, 5		1	2
198	198	0	0	2/4	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
200	200	0	0	2/4	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
201	201	0	0	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
202	202	0	0	2/4	1	1	V/ii	Bb	I		V/ii		V				ii		M	0	0	3, 7, 4		3	3
202	202	1/4	1/4	2/4	1	1	V7/ii	Bb	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
203	203	0	0	2/4	1	1	#i64	Bb	I		#i64		#i		64				m	0	0	8, 7, 4		7	8
204	204	0	0	2/4	1	1	vii.#viio2	Bb	vii		#viio2		#vii	o	2				o7	0	1	-4, 5, 2, -1		5	-4
205	205	0	0	2/4	1	1	V7	Bb	vii		V7		V		7				Mm7	0	1	1, 5, 2, -1		1	1
206	206	0	0	3/8	1	1	i	Bb	vii		i		i						m	0	1	0, -3, 1		0	0
206	206	1/8	1/8	3/8	1	1	i64	Bb	vii		i64		i		64				m	0	1	1, 0, -3		0	1
207	207	0	0	3/8	1	1	V65	Bb	vii		V65		V		65				Mm7	0	1	5, 2, -1, 1		1	5
207	207	1/8	1/8	3/8	1	1	V7	Bb	vii		V7		V		7				Mm7	0	1	1, 5, 2, -1		1	1
208	208	0	0	3/8	1	1	V6	Bb	vii		V6		V		6				M	0	1	5, 2, 1		1	5
208	208	1/8	1/8	3/8	1	1	ii43(4)	Bb	vii		ii43(4)		ii		43	4			mm7	0	1	3, 0, 2, 1		2	3
208	208	1/4	1/4	3/8	1	1	V7	Bb	vii		V7		V		7				Mm7	0	1	1, 5, 2, -1		1	1
209	209	0	0	3/8	1	1	i	Bb	vii		i		i						m	0	1	0, -3, 1		0	0
211	211	0	0	2/4	1	1	i	Bb	vii		i		i						m	0	1	0, -3, 1		0	0
212	212	0	0	2/4	1	1	VI.V65	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
212	212	5/16	5/16	2/4	1	1	I	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
213	213	1/8	1/8	3/8	1	1	I64	Bb	VI		I64		I		64				M	0	0	1, 0, 4		0	1
214	214	0	0	3/8	1	1	V65	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
214	214	1/8	1/8	3/8	1	1	V7	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
215	215	0	0	3/8	1	1	V65	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
215	215	1/4	1/4	3/8	1	1	V7	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
216	216	0	0	3/8	1	1	I	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
217	217	0	0	3/8	1	1	V7/IV	Bb	VI		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
218	218	0	0	3/8	1	1	IV	Bb	VI		IV		IV						M	0	0	-1, 3, 0		-1	-1
218	218	1/8	1/8	3/8	1	1	I.ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
219	219	0	0	3/8	1	1	ii2	Bb	I		ii2		ii		2				mm7	0	0	0, 2, -1, 3		2	0
220	220	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
222	222	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
222	222	1/8	1/8	3/8	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
223	223	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
223	223	1/8	1/8	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
224	224	0	0	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
224	224	1/8	1/8	3/8	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
224	224	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
225	225	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
225	225	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
226	226	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
226	226	1/8	1/8	3/8	1	1	#viio6/vi	Bb	I		#viio6/vi		#vii	o	6		vi		o	0	0	5, 2, 8		8	5
226	226	1/4	1/4	3/8	1	1	#viio/ii	Bb	I		#viio/ii		#vii	o			ii		o	0	0	7, 4, 1		7	7
227	227	0	0	3/8	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
227	227	1/8	1/8	3/8	1	1	V6/vi	Bb	I		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
227	227	1/4	1/4	3/8	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
228	228	0	0	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
228	228	1/8	1/8	3/8	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
228	228	1/4	1/4	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
229	229	0	0	3/8	1	1	V\\	Bb	I		V		V					\\	M	0	0	1, 5, 2		1	1
231	231	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
233	233	0	0	3/8	1	1	V43/IV	Bb	I		V43/IV		V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
233	233	1/8	1/8	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
233	233	1/4	1/4	3/8	1	1	V7/IV	Bb	I		V7/IV		V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
234	234	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
234	234	1/8	1/8	3/8	1	1	#viio6/vi	Bb	I		#viio6/vi		#vii	o	6		vi		o	0	0	5, 2, 8		8	5
234	234	1/4	1/4	3/8	1	1	#viio/ii	Bb	I		#viio/ii		#vii	o			ii		o	0	0	7, 4, 1		7	7
235	235	0	0	3/8	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
235	235	1/8	1/8	3/8	1	1	V6/vi	Bb	I		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
235	235	1/4	1/4	3/8	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
236	236	0	0	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
236	236	1/8	1/8	3/8	1	1	ii	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
236	236	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
237	237	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
238	238	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
239	239	0	0	3/8	1	1	viio6	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
241	241	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
241	241	1/4	1/4	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
242	242	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
243	243	0	0	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
243	243	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
244	244	0	0	3/8	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
244	244	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
245	245	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
245	245	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
246	246	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
246	246	1/16	1/16	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
246	246	1/8	1/8	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
246	246	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
247	247	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
248	248	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
248	248	1/4	1/4	3/8	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
249	249	0	0	3/8	1	1	viio6	Bb	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
250	250	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
250	250	1/4	1/4	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
251	251	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
252	252	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
252	252	1/8	1/8	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
252	252	1/4	1/4	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
253	253	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
254	254	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
254	254	1/4	1/4	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
255	255	0	0	3/8	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
255	255	1/4	1/4	3/8	1	1	#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
256	256	0	0	3/8	1	1	vi	Bb	I		vi		vi						m	0	0	3, 0, 4		3	3
256	256	1/8	1/8	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
256	256	1/4	1/4	3/8	1	1	V65/IV	Bb	I		V65/IV		V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
257	257	0	0	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
258	258	0	0	3/8	1	1	V65/V	Bb	I		V65/V		V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
259	259	0	0	3/8	1	1	V(64)	Bb	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
260	260	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
261	261	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
261	261	1/4	1/4	3/8	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
262	262	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
262	262	1/4	1/4	3/8	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
263	263	0	0	3/8	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
263	263	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
264	264	0	0	3/8	1	1	V43	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
264	264	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
265	265	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
267	267	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
267	267	1/4	1/4	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
268	268	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
270	270	0	0	3/8	1	1	V2	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
271	271	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
273	273	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
274	274	0	0	3/8	1	1	V65	Bb	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
276	276	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
277	277	0	0	3/8	1	1	I64	Bb	I		I64		I		64				M	0	0	1, 0, 4		0	1
278	278	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
280	280	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
281	281	0	0	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
282	282	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
282	282	1/4	1/4	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
283	283	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
283	283	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
283	283	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
284	284	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
284	284	1/4	1/4	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
285	285	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
285	285	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
286	286	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
286	286	1/4	1/4	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
287	287	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
287	287	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
287	287	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
288	288	0	0	3/8	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
288	288	1/8	1/8	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
288	288	1/4	1/4	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
289	289	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
289	289	1/4	1/4	3/8	1	1	V2/IV	Bb	I		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
290	290	0	0	3/8	1	1	IV6	Bb	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
290	290	1/8	1/8	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
290	290	1/4	1/4	3/8	1	1	IV	Bb	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
291	291	0	0	3/8	1	1	I6	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
291	291	1/8	1/8	3/8	1	1	ii6	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
291	291	1/4	1/4	3/8	1	1	V6/V	Bb	I		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
292	292	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
292	292	1/8	1/8	3/8	1	1	vi7	Bb	I		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
292	292	1/4	1/4	3/8	1	1	V6	Bb	I		V6		V		6				M	0	0	5, 2, 1		1	5
293	293	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
294	294	0	0	3/8	1	1	V	Bb	I		V		V						M	0	0	1, 5, 2		1	1
295	295	0	0	3/8	1	1	I	Bb	I		I		I						M	0	0	0, 4, 1		0	0
296	296	0	0	3/8	1	1	V7	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
297	297	0	0	3/8	1	1	I\\	Bb	I		I		I					\\	M	0	0	0, 4, 1		0	0
