mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
137	124	493/2	1.0	0	0	2/4	4	1		V[V7/ii	D	I	V	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
137	124	495/2	1.0	1/4	1/4	2/4	4	1		ii	D	I	V	ii		ii							m	0	0	2, -1, 3		2	2
138	125	497/2	1.0	0	0	2/4	4	1		V7	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
138	125	499/2	1.0	1/4	1/4	2/4	4	1		I64	D	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
139	126	501/2	5.0	0	0	2/4	4	1		V7]	D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
141	128	511/2	1.0	1/4	1/4	2/4	4	1		bVI	D	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
142	129	513/2	1.0	0	0	2/4	4	1		V65/V	D	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
142	129	515/2	1.0	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
143	130	517/2	4.0	0	0	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
145	132	525/2	1.0	0	0	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
145	132	527/2	0.5	1/4	1/4	2/4	4	1		V6/V	D	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
145	132	264	0.5	3/8	3/8	2/4	4	1		V2	D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
146	133	529/2	0.5	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
146	133	265	0.5	1/8	1/8	2/4	4	1		V64	D	I		V64		V		64					M	0	0	2, 1, 5		1	2
146	133	531/2	1.0	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
147	134	533/2	1.0	0	0	2/4	4	1		I6	D	I		I6		I		6					M	0	0	4, 1, 0		0	4
147	134	535/2	1.0	1/4	1/4	2/4	4	1		I	D	I		I		I							M	0	0	0, 4, 1		0	0
148	135	537/2	1.0	0	0	2/4	4	1		V65	D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
148	135	539/2	1.0	1/4	1/4	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
149	136	541/2	1.0	0	0	2/4	4	1		V7(6)	D	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
149	136	543/2	1.0	1/4	1/4	2/4	4	1		V	D	I		V		V							M	0	0	1, 5, 2		1	1
150	137	545/2	2.0	0	0	2/4	4	1		V7	D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
151	138	549/2	4.0	0	0	2/4	4	1		I\\	D	I		I		I						\\	M	0	0	0, 4, 1		0	0
