mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
119	110	439	2.0	1/2	1/2	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
120	111	441	4.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
121	112	445	4.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
122	113	449	2.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
122	113	451	2.0	1/2	1/2	2/2	4	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
123	114	453	12.0	0	0	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
126	117	465	4.0	0	0	2/2	4	1		I.I	c	I		I		I							M	1	0	0, 4, 1		0	0
127	118	469	4.0	0	0	2/2	4	1		V43	c	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
128	119	473	2.0	0	0	2/2	4	1		I6	c	I		I6		I		6					M	1	0	4, 1, 0		0	4
128	119	475	2.0	1/2	1/2	2/2	4	1		viio6/V	c	I		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
129	120	477	2.0	0	0	2/2	4	1		V(4)	c	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
129	120	479	2.0	1/2	1/2	2/2	4	1		V	c	I		V		V							M	1	0	1, 5, 2		1	1
130	121	481	2.0	0	0	2/2	4	1		V65/ii	c	I		V65/ii		V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
130	121	483	2.0	1/2	1/2	2/2	4	1		ii	c	I		ii		ii							m	1	0	2, -1, 3		2	2
131	122	485	2.0	0	0	2/2	4	1		V65	c	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
131	122	487	2.0	1/2	1/2	2/2	4	1		I	c	I		I		I							M	1	0	0, 4, 1		0	0
132	123	489	1.0	0	0	2/2	4	1		ii6(94)	c	I		ii6(94)		ii		6	94				m	1	0	1, 3, 2	4	2	1
132	123	490	1.0	1/4	1/4	2/2	4	1		ii6	c	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
132	123	491	1.0	1/2	1/2	2/2	4	1		V(64)	c	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
132	123	492	1.0	3/4	3/4	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
133	124	493	4.0	0	0	2/2	4	1		I\\	c	I		I		I						\\	M	1	0	0, 4, 1		0	0
134	125	497	4.0	0	0	2/2	4	1		I	c	I		I		I							M	1	0	0, 4, 1		0	0
135	126	501	4.0	0	0	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
136	127	505	1.0	0	0	2/2	4	1		I	c	I		I		I							M	1	0	0, 4, 1		0	0
136	127	506	2.0	1/4	1/4	2/2	4	1		V6	c	I		V6		V		6					M	1	0	5, 2, 1		1	5
136	127	508	1.0	3/4	3/4	2/2	4	1		V7/V	c	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
137	128	509	4.0	0	0	2/2	4	1		V	c	I		V		V							M	1	0	1, 5, 2		1	1
138	129	513	2.0	0	0	2/2	4	1		V7/ii	c	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
138	129	515	2.0	1/2	1/2	2/2	4	1		ii	c	I		ii		ii							m	1	0	2, -1, 3		2	2
139	130	517	2.0	0	0	2/2	4	1		V	c	I		V		V							M	1	0	1, 5, 2		1	1
139	130	519	2.0	1/2	1/2	2/2	4	1		I	c	I		I		I							M	1	0	0, 4, 1		0	0
140	131	521	1.0	0	0	2/2	4	1		ii6(2)	c	I		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
140	131	522	1.0	1/4	1/4	2/2	4	1		ii6	c	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
140	131	523	1.0	1/2	1/2	2/2	4	1		V7(4)	c	I		V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
140	131	524	1.0	3/4	3/4	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
141	132	525	3.0	0	0	2/2	4	1		I\\	c	I		I		I						\\	M	1	0	0, 4, 1		0	0
141	132	528	1.0	3/4	3/4	2/2	4	1		v6	c	I		v6		v		6					m	1	0	-2, 2, 1		1	-2
142	133	529	2.0	0	0	2/2	4	1		V7/ii	c	I		V7/ii		V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
142	133	531	2.0	1/2	1/2	2/2	4	1		ii	c	I		ii		ii							m	1	0	2, -1, 3		2	2
143	134	533	2.0	0	0	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
143	134	535	2.0	1/2	1/2	2/2	4	1		I	c	I		I		I							M	1	0	0, 4, 1		0	0
144	135	537	4.0	0	0	2/2	4	1		ii6	c	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
145	136	541	2.0	0	0	2/2	4	1		V(64)	c	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
145	136	543	2.0	1/2	1/2	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
146	137	545	4.0	0	0	2/2	4	1		I\\	c	I		I		I						\\	M	1	0	0, 4, 1		0	0
147	138	549	4.0	0	0	2/2	4	1		I6	c	I		I6		I		6					M	1	0	4, 1, 0		0	4
148	139	553	4.0	0	0	2/2	4	1		V64	c	I		V64		V		64					M	1	0	2, 1, 5		1	2
149	140	557	4.0	0	0	2/2	4	1		V7	c	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
150	141	561	4.0	0	0	2/2	4	1		i.i	c	i		i		i							m	1	1	0, -3, 1		0	0
151	142	565	4.0	0	0	2/2	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
152	143	569	8.0	0	0	2/2	4	1		V7/III	c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
154	145	577	4.0	0	0	2/2	4	1		III	c	i		III		III							M	1	1	-3, 1, -2		-3	-3
155	146	581	4.0	0	0	2/2	4	1		III6	c	i		III6		III		6					M	1	1	1, -2, -3		-3	1
156	147	585	7.0	0	0	2/2	4	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
157	148	592	1.0	3/4	3/4	2/2	4	1		V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
158	149	593	8.0	0	0	2/2	4	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
160	151	601	8.0	0	0	2/2	4	1		It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
162	153	609	1.0	0	0	2/2	4	1		V\\	c	i		V		V						\\	M	1	1	1, 5, 2		1	1
162	153	610	1.0	1/4	1/4	2/2	4	1		V[V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
162	153	611	2.0	1/2	1/2	2/2	4	1		#viio7	c	i	V	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
163	154	613	1.0	0	0	2/2	4	1		VI6	c	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
163	154	614	1.0	1/4	1/4	2/2	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
163	154	615	1.0	1/2	1/2	2/2	4	1		#viio6	c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
163	154	616	1.0	3/4	3/4	2/2	4	1		viio43/V	c	i	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
164	155	617	2.0	0	0	2/2	4	1		V6	c	i	V	V6		V		6					M	1	1	5, 2, 1		1	5
164	155	619	2.0	1/2	1/2	2/2	4	1		#viio7	c	i	V	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
165	156	621	1.0	0	0	2/2	4	1		VI6	c	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
165	156	622	1.0	1/4	1/4	2/2	4	1		i6	c	i	V	i6		i		6					m	1	1	-3, 1, 0		0	-3
165	156	623	1.0	1/2	1/2	2/2	4	1		viio6	c	i	V	viio6		vii	o	6					o	1	1	-5, -8, -2		-2	-5
165	156	624	1.0	3/4	3/4	2/2	4	1		viio43/V	c	i	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
166	157	625	1.0	0	0	2/2	4	1		V]	c	i	V	V		V							M	1	1	1, 5, 2		1	1
166	157	626	1.0	1/4	1/4	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
166	157	627	6.0	1/2	1/2	2/2	4	1		#viio2	c	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
168	159	633	2.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
168	159	635	14.0	1/2	1/2	2/2	4	1		#viio7\\	c	i		#viio7		#vii	o	7				\\	o7	1	1	5, 2, -1, -4		5	5
172	163	649	8.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
174	165	657	1.0	0	0	2/2	4	1		V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
174	165	658	1.0	1/4	1/4	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
174	165	659	1.0	1/2	1/2	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
174	165	660	1.0	3/4	3/4	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
175	166	661	4.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
176	167	665	4.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
177	168	669	2.0	0	0	2/2	4	1		v.iv	c	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
177	168	671	2.0	1/2	1/2	2/2	4	1		viio7/V	c	v		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
178	169	673	1.0	0	0	2/2	4	1		V(64)	c	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
178	169	674	1.0	1/4	1/4	2/2	4	1		Ger6	c	v		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
178	169	675	1.0	1/2	1/2	2/2	4	1		V(64)	c	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
178	169	676	1.0	3/4	3/4	2/2	4	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
179	170	677	4.0	0	0	2/2	4	1		i\\	c	v		i		i						\\	m	1	1	0, -3, 1		0	0
180	171	681	3.0	0	0	2/2	4	1		i.V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
180	171	684	1.0	3/4	3/4	2/2	4	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
181	172	685	3.0	0	0	2/2	4	1		V7/III	c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
181	172	688	1.0	3/4	3/4	2/2	4	1		III	c	i		III		III							M	1	1	-3, 1, -2		-3	-3
182	173	689	2.0	0	0	2/2	4	1		iv6(2)	c	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
182	173	691	1.0	1/2	1/2	2/2	4	1		ii%43	c	i		ii%43		ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
182	173	692	1.0	3/4	3/4	2/2	4	1		It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
183	174	693	4.0	0	0	2/2	4	1		V\\	c	i		V		V						\\	M	1	1	1, 5, 2		1	1
184	175	697	5.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
185	176	702	1.0	1/4	1/4	2/2	4	1		V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
185	176	703	1.0	1/2	1/2	2/2	4	1		iv65	c	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
185	176	704	1.0	3/4	3/4	2/2	4	1		V64/iv	c	i		V64/iv		V		64		iv			M	1	1	1, 0, 4		0	1
186	177	705	1.0	0	0	2/2	4	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
186	177	706	1.0	1/4	1/4	2/2	4	1		It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
186	177	707	1.0	1/2	1/2	2/2	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
186	177	708	1.0	3/4	3/4	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
187	178	709	3.0	0	0	2/2	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
187	178	712	1.0	3/4	3/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
188	179	713	3.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
188	179	716	1.0	3/4	3/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
189	180	717	3.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
189	180	720	1.0	3/4	3/4	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
190	181	721	1.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
190	181	722	1.0	1/4	1/4	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
190	181	723	1.0	1/2	1/2	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
190	181	724	1.0	3/4	3/4	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
191	182	725	2.0	0	0	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
191	182	727	2.0	1/2	1/2	2/2	4	1		V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
192	183	729	2.0	0	0	2/2	4	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
192	183	731	2.0	1/2	1/2	2/2	4	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
193	184	733	4.0	0	0	2/2	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
194	185	737	4.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
195	186	741	2.0	0	0	2/2	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
195	186	743	2.0	1/2	1/2	2/2	4	1		V2/iv	c	i		V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
196	187	745	2.0	0	0	2/2	4	1		iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
196	187	747	2.0	1/2	1/2	2/2	4	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
197	188	749	2.0	0	0	2/2	4	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
197	188	751	2.0	1/2	1/2	2/2	4	1		iv7	c	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
198	189	753	4.0	0	0	2/2	4	1		Ger6	c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
199	190	757	4.0	0	0	2/2	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
200	191	761	4.0	0	0	2/2	4	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
201	192	765	3.0	0	0	2/2	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
201	192	768	1.0	3/4	3/4	2/2	4	1		i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
202	193	769	3.0	0	0	2/2	4	1		V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
202	193	772	1.0	3/4	3/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
203	194	773	3.0	0	0	2/2	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
203	194	776	1.0	3/4	3/4	2/2	4	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
204	195	777	1.0	0	0	2/2	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
204	195	778	1.0	1/4	1/4	2/2	4	1		ii%7	c	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
204	195	779	1.0	1/2	1/2	2/2	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
204	195	780	1.0	3/4	3/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
205	196	781	4.0	0	0	2/2	4	1		i\\	c	i		i		i						\\	m	1	1	0, -3, 1		0	0
206	197	785	1.0	0	0	2/2	4	1		V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
206	197	786	1.0	1/4	1/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
206	197	787	1.0	1/2	1/2	2/2	4	1		V43	c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
206	197	788	1.0	3/4	3/4	2/2	4	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
207	198	789	8.0	0	0	2/2	4	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
209	200	797	8.0	0	0	2/2	4	1		ii%65	c	i		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
211	202	805	4.0	0	0	2/2	4	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
212	203	809	4.0	0	0	2/2	4	1		V7\\	c	i		V7		V		7				\\	Mm7	1	1	1, 5, 2, -1		1	1
213	204	813	4.0	0	0	2/2	4	1		I[I	c	i	I	I		I							M	1	1	0, 4, 1		0	0
214	205	817	1.0	0	0	2/2	4	1		iv	c	i	I	iv		iv							m	1	1	-1, -4, 0		-1	-1
214	205	818	1.0	1/4	1/4	2/2	4	1		I	c	i	I	I		I							M	1	1	0, 4, 1		0	0
214	205	819	1.0	1/2	1/2	2/2	4	1		iv	c	i	I	iv		iv							m	1	1	-1, -4, 0		-1	-1
214	205	820	5.0	3/4	3/4	2/2	4	1		I	c	i	I	I		I							M	1	1	0, 4, 1		0	0
216	207	825	1.0	0	0	2/2	4	1		iv	c	i	I	iv		iv							m	1	1	-1, -4, 0		-1	-1
216	207	826	1.0	1/4	1/4	2/2	4	1		I	c	i	I	I		I							M	1	1	0, 4, 1		0	0
216	207	827	1.0	1/2	1/2	2/2	4	1		iv	c	i	I	iv		iv							m	1	1	-1, -4, 0		-1	-1
216	207	828	17.0	3/4	3/4	2/2	4	1		I	c	i	I	I		I							M	1	1	0, 4, 1		0	0
221	212	845	4.0	0	0	2/2	4	1		I]	c	i	I	I		I							M	1	1	0, 4, 1		0	0
222	213	849	12.0	0	0	2/2	4	1		I	c	i		I		I							M	1	1	0, 4, 1		0	0
225	216	861	7.0	0	0	2/2	4	1		I\\	c	i		I		I						\\	M	1	1	0, 4, 1		0	0
